panel,element,field,expected,actual,verdict
"talent-frame","TalentFrameSpentPoints","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameSpentPoints","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTab1","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTab1","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTab2","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTab2","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTab3","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTab3","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTab4","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTab4","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTab5","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTab5","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTalentPoints","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTalentPoints","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTalentPointsText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTalentPointsText","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameTitleText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameTitleText","presence","PRESENT","ABSENT","DELTA"
