frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,playbackRate,lastAnimChoice,wireSentThisTick
307,5.116667,0.016667,-8941.935,-154.13008,82.264496,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.373729,1.8,13->13:Exact,NONE
308,5.133334,0.016667,-8941.987,-154.18312,82.2589,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.4037294,1.8,13->13:Exact,NONE
309,5.150000,0.016667,-8942.04,-154.23616,82.25223,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.4337296,1.8,13->13:Exact,NONE
310,5.166667,0.016667,-8942.093,-154.2892,82.2456,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.46373,1.8,13->13:Exact,NONE
311,5.183334,0.016667,-8942.1455,-154.34224,82.239044,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.49373,1.8,13->13:Exact,NONE
312,5.200000,0.016667,-8942.198,-154.39528,82.232544,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.5237303,1.8,13->13:Exact,NONE
313,5.216667,0.016667,-8942.251,-154.44832,82.22609,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.5537305,1.8,13->13:Exact,NONE
314,5.233334,0.016667,-8942.304,-154.50136,82.2197,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.5837307,1.8,13->13:Exact,NONE
315,5.250000,0.016667,-8942.356,-154.5544,82.21338,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.613731,1.8,13->13:Exact,NONE
316,5.266667,0.016667,-8942.409,-154.60744,82.20711,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.643731,1.8,13->13:Exact,NONE
317,5.283334,0.016667,-8942.462,-154.66048,82.20091,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.6737313,1.8,13->13:Exact,NONE
318,5.300000,0.016667,-8942.515,-154.71352,82.19477,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.7037315,1.8,13->13:Exact,NONE
319,5.316667,0.016667,-8942.567,-154.76656,82.18869,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.7337317,1.8,13->13:Exact,NONE
320,5.333334,0.016667,-8942.62,-154.8196,82.18266,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.763732,1.8,13->13:Exact,NONE
321,5.350000,0.016667,-8942.673,-154.87263,82.1767,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.793732,1.8,13->13:Exact,NONE
322,5.366667,0.016667,-8942.726,-154.92567,82.17079,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.8237324,1.8,13->13:Exact,NONE
323,5.383334,0.016667,-8942.778,-154.97871,82.164955,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.8537326,1.8,13->13:Exact,NONE
324,5.400000,0.016667,-8942.831,-155.03175,82.15917,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.883733,1.8,13->13:Exact,NONE
325,5.416667,0.016667,-8942.884,-155.0848,82.15344,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.913733,1.8,13->13:Exact,NONE
326,5.433334,0.016667,-8942.937,-155.13783,82.14778,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.943733,1.8,13->13:Exact,NONE
327,5.450000,0.016667,-8942.989,-155.19087,82.14218,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.9737334,1.8,13->13:Exact,NONE
328,5.466667,0.016667,-8943.042,-155.24391,82.13664,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.0037336,1.8,13->13:Exact,NONE
329,5.483334,0.016667,-8943.095,-155.29695,82.13115,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.033734,1.8,13->13:Exact,NONE
330,5.500000,0.016667,-8943.147,-155.34999,82.12573,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.063734,1.8,13->13:Exact,NONE
331,5.516667,0.016667,-8943.2,-155.40303,82.12038,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.0937343,1.8,13->13:Exact,NONE
332,5.533334,0.016667,-8943.253,-155.45607,82.11507,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.1237345,1.8,13->13:Exact,NONE
333,5.550000,0.016667,-8943.306,-155.50911,82.109825,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.1537347,1.8,13->13:Exact,NONE
334,5.566667,0.016667,-8943.358,-155.56215,82.104645,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.183735,1.8,13->13:Exact,NONE
335,5.583334,0.016667,-8943.411,-155.61519,82.099525,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.213735,1.8,13->13:Exact,NONE
336,5.600000,0.016667,-8943.464,-155.66823,82.09445,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.2437353,1.8,13->13:Exact,NONE
337,5.616667,0.016667,-8943.517,-155.72127,82.08946,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.2737355,1.8,13->13:Exact,NONE
338,5.633334,0.016667,-8943.569,-155.7743,82.08451,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.3037357,1.8,13->13:Exact,NONE
339,5.650000,0.016667,-8943.622,-155.82735,82.079636,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.333736,1.8,13->13:Exact,NONE
340,5.666667,0.016667,-8943.675,-155.88039,82.074814,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.363736,1.8,13->13:Exact,NONE
341,5.683334,0.016667,-8943.728,-155.93343,82.07005,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.3937364,1.8,13->13:Exact,NONE
342,5.700000,0.016667,-8943.78,-155.98647,82.06535,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.4237366,1.8,13->13:Exact,NONE
343,5.716667,0.016667,-8943.833,-156.0395,82.06071,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.453737,1.8,13->13:Exact,NONE
344,5.733334,0.016667,-8943.886,-156.09254,82.05612,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.483737,1.8,13->13:Exact,NONE
345,5.750000,0.016667,-8943.938,-156.14558,82.051605,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.513737,1.8,13->13:Exact,NONE
346,5.766667,0.016667,-8943.991,-156.19862,82.04714,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.5437374,1.8,13->13:Exact,NONE
347,5.783334,0.016667,-8944.044,-156.25166,82.04274,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.5737376,1.8,13->13:Exact,NONE
348,5.800000,0.016667,-8944.097,-156.3047,82.0384,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.603738,1.8,13->13:Exact,NONE
349,5.816667,0.016667,-8944.149,-156.35774,82.03412,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.633738,1.8,13->13:Exact,NONE
350,5.833334,0.016667,-8944.202,-156.41078,82.02989,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.6637383,1.8,13->13:Exact,NONE
351,5.850000,0.016667,-8944.255,-156.46382,82.025734,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.6937385,1.8,13->13:Exact,NONE
352,5.866667,0.016667,-8944.308,-156.51686,82.02164,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.7237387,1.8,13->13:Exact,NONE
353,5.883334,0.016667,-8944.36,-156.5699,82.0176,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.753739,1.8,13->13:Exact,NONE
354,5.900000,0.016667,-8944.413,-156.62294,82.01362,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.783739,1.8,13->13:Exact,NONE
355,5.916667,0.016667,-8944.466,-156.67598,82.0097,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.8137393,1.8,13->13:Exact,NONE
356,5.933334,0.016667,-8944.519,-156.72902,82.00584,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.8437395,1.8,13->13:Exact,NONE
357,5.950000,0.016667,-8944.571,-156.78206,82.00203,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.8737397,1.8,13->13:Exact,NONE
358,5.966667,0.016667,-8944.624,-156.8351,81.99829,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.90374,1.8,13->13:Exact,NONE
359,5.983334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,5.93374,1.8,13->13:Exact,NONE
360,6.000000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0.36651802,none,true,0,0,12,ShuffleRight,0.48353675,1,12->12:Exact,NONE
361,6.016667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,12,ShuffleRight,0.50020343,1,12->12:Exact,NONE
362,6.033334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.016666668,1,0->0:Exact,NONE
363,6.050000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.033333335,1,0->0:Exact,NONE
364,6.066667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.050000004,1,0->0:Exact,NONE
365,6.083334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.06666667,1,0->0:Exact,NONE
366,6.100000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.083333336,1,0->0:Exact,NONE
367,6.116667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.1,1,0->0:Exact,NONE
368,6.133334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.11666667,1,0->0:Exact,NONE
369,6.150000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.13333334,1,0->0:Exact,NONE
370,6.166667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.15,1,0->0:Exact,NONE
371,6.183334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.16666667,1,0->0:Exact,NONE
372,6.200000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.18333334,1,0->0:Exact,NONE
373,6.216667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.2,1,0->0:Exact,NONE
374,6.233334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.21666667,1,0->0:Exact,NONE
375,6.250000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.23333333,1,0->0:Exact,NONE
376,6.266667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.25,1,0->0:Exact,NONE
377,6.283334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.26666668,1,0->0:Exact,NONE
378,6.300000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.28333336,1,0->0:Exact,NONE
379,6.316667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.30000004,1,0->0:Exact,NONE
380,6.333334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.31666672,1,0->0:Exact,NONE
381,6.350000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.3333334,1,0->0:Exact,NONE
382,6.366667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.35000008,1,0->0:Exact,NONE
383,6.383334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.36666676,1,0->0:Exact,NONE
384,6.400000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.38333344,1,0->0:Exact,NONE
385,6.416667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.40000013,1,0->0:Exact,NONE
386,6.433334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.4166668,1,0->0:Exact,NONE
387,6.450000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.4333335,1,0->0:Exact,NONE
388,6.466667,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.45000017,1,0->0:Exact,NONE
389,6.483334,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.46666685,1,0->0:Exact,NONE
390,6.500000,0.016667,-8944.677,-156.88814,81.99461,0,0,0,0,0,0,none,true,0,0,0,Stand,0.48333353,1,0->0:Exact,NONE
