frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,playbackRate,lastAnimChoice,wireSentThisTick
105,1.750000,0.016667,-8957.921,-132.493,82.90242,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.1799974,1.8,13->13:Exact,NONE
106,1.766667,0.016667,-8957.996,-132.493,82.896126,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.2099974,1.8,13->13:Exact,NONE
107,1.783333,0.016667,-8958.071,-132.493,82.88983,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.2399974,1.8,13->13:Exact,NONE
108,1.800000,0.016667,-8958.146,-132.493,82.88353,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.2699974,1.8,13->13:Exact,NONE
109,1.816667,0.016667,-8958.222,-132.493,82.877235,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.2999973,1.8,13->13:Exact,NONE
110,1.833333,0.016667,-8958.297,-132.493,82.87094,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.3299973,1.8,13->13:Exact,NONE
111,1.850000,0.016667,-8958.372,-132.493,82.86756,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.3599973,1.8,13->13:Exact,NONE
112,1.866667,0.016667,-8958.447,-132.493,82.866905,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.3899972,1.8,13->13:Exact,NONE
113,1.883333,0.016667,-8958.522,-132.493,82.86624,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.4199972,1.8,13->13:Exact,NONE
114,1.900000,0.016667,-8958.598,-132.493,82.865585,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.4499972,1.8,13->13:Exact,NONE
115,1.916667,0.016667,-8958.673,-132.493,82.864914,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.4799972,1.8,13->13:Exact,NONE
116,1.933333,0.016667,-8958.748,-132.493,82.86425,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.5099971,1.8,13->13:Exact,NONE
117,1.950000,0.016667,-8958.823,-132.493,82.86359,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.539997,1.8,13->13:Exact,NONE
118,1.966667,0.016667,-8958.898,-132.493,82.86292,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.569997,1.8,13->13:Exact,NONE
119,1.983333,0.016667,-8958.974,-132.493,82.86226,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.599997,1.8,13->13:Exact,NONE
120,2.000000,0.016667,-8959.049,-132.493,82.861595,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.629997,1.8,13->13:Exact,NONE
121,2.016667,0.016667,-8959.124,-132.493,82.86094,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.659997,1.8,13->13:Exact,NONE
122,2.033333,0.016667,-8959.199,-132.493,82.86028,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.689997,1.8,13->13:Exact,NONE
123,2.050000,0.016667,-8959.274,-132.493,82.859604,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.719997,1.8,13->13:Exact,NONE
124,2.066667,0.016667,-8959.35,-132.493,82.85895,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.749997,1.8,13->13:Exact,NONE
125,2.083333,0.016667,-8959.425,-132.493,82.858284,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.7799969,1.8,13->13:Exact,NONE
