[combat] time=0.221 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.222 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.222 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.245 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.254 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[combat] time=0.440 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=0.440 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=You_are_now_invisible_(rank_6)
[portrait] time=9.749 subject=Player outcome=Ready camera=Authored authoredRetried=False subjectPx=42354 rgb=0..255 alpha=180..255 pieces=11 displayId=0 bindPoseHeight=2.0352 eyeHeight=0.0000 distance=0.0000 fovyDeg=27.0000 near=0.2222
[combat] time=10.297 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=10.297 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[combat] time=10.320 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=16;hex=00000000070000002E676D206F666600
[combat] time=10.320 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm_off
[anim] time=10.450 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.462 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.462 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=10.495 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.495 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.512 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.512 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.515 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.515 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.528 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.528 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.561 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.561 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.564 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.564 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.595 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.595 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.611 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.611 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.614 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.614 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.645 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.645 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.660 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.661 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.662 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.662 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.696 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.696 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.711 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.711 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.727 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.727 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.744 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.744 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.746 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.746 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.777 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.777 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.794 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.794 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.795 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.795 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[combat] time=10.826 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=12;hex=00000000070000002E676D00
[combat] time=10.826 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm
[anim] time=10.827 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.827 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.829 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.829 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.860 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.860 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.877 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.877 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.894 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.894 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.910 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.911 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.927 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.927 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.944 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.944 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.945 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.945 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[combat] time=10.948 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=15;hex=474D206D6F6465206973204F464600
[combat] time=10.960 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_OFF
[anim] time=10.961 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.961 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.977 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.977 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=10.994 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=10.994 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.027 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.027 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.044 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.044 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.061 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.061 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.077 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.077 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.094 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.094 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.111 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.111 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.127 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.127 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.129 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.129 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.144 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.144 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.161 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.161 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.194 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.194 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.211 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.211 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.228 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.228 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.244 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.244 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.261 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.261 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.277 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.277 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.279 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.279 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.311 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.311 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.312 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.312 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[combat] time=11.344 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=25;hex=00000000070000002E6E706320737061776E20616464203600
[combat] time=11.344 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.npc_spawn_add_6
[anim] time=11.346 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.346 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.361 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.361 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.362 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.362 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.394 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.394 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.411 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.411 unit=creature:3167 track=0 requested=4 played=4 kind=BakedOnDemand
[anim] time=11.412 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.427 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.427 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=11.428 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.444 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.444 unit=creature:3167 track=0 requested=0 played=0 kind=BakedOnDemand
[anim] time=11.444 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.446 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.446 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=11.446 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.480 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.480 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.494 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.494 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.496 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.496 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.528 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.528 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[combat] time=11.529 event=SpawnObserved cause=post-command-entity-delta target=0xF13000000604A287 detail=entry=6;distance=0;within3=true;position=-8949.95|-132.493|83.529526
[anim] time=11.543 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.543 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[portrait] time=11.549 subject=Target outcome=NotDrawn camera=Authored authoredRetried=False subjectPx=0 rgb=10..14 alpha=255..255 pieces=-1 displayId=10913 bindPoseHeight=1.1373 eyeHeight=0.0000 distance=0.0000 fovyDeg=39.2823 near=0.1556
[anim] time=11.624 unit=creature:10913 track=0 requested=0 played=0 kind=BakedOnDemand
[anim] time=11.624 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.624 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=11.624 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.629 unit=creature:10913 track=0 requested=0 played=0 kind=Exact
[anim] time=11.629 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.629 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[combat] time=11.644 event=TraceStart cause=operator target=0x0000000000000000 detail=server-authoritative_swing_timing;_client_range/arc_gates_absent
[anim] time=11.646 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.646 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[combat] time=11.661 event=AttackPrecondition cause=live-send-path target=0xF13000000604A287 detail=player=0x0000000000000001;position=-8949.95|-132.493|83.529526;gmMode=false;gmSource=server-response;present=true;visible=true;alive=True;health=100;maxHealth=100;unitFlags=0x00000000;dynamicFlags=0x00000000;faction=25;entry=6;distance=0;targetPosition=-8949.95|-132.493|83.529526
[combat] time=11.661 event=AttackSwingSend cause=network-session-send target=0xF13000000604A287 detail=CMSG_ATTACKSWING
[combat] time=11.661 event=IntentOn cause=user-start target=0xF13000000604A287 detail=local_attack_latch_edge
[anim] time=11.662 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.662 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.678 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.678 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.694 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.695 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.711 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.711 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.713 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.713 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.745 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.745 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.762 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.762 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.778 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.778 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.780 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.780 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.811 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.811 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.828 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.828 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.828 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.844 unit=creature:328 track=0 requested=4 played=4 kind=Exact
